Grade Level Range,Math Topic,Specific Objective,Written Story,Video,Lesson Plan,BWE Topic
3rd - 5th,Decimals,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals"",""Introducing decimals"")","=HYPERLINK(""https://docs.google.com/document/d/1dRj6YwO74I4UVHxv8COpBwUc7bFssVfC8K9N33mYlGc/edit?usp=sharing"",""I am Maria"")","=HYPERLINK(""https://vimeo.com/185409826"",""I am Maria"")","=HYPERLINK(""https://docs.google.com/document/d/1zDliLraqI9DxFOfKxi2UR0vkC9pZSM8zpRyxk92FsCY/edit?usp=sharing"",""Giving Love"")",Humanity
3rd - 5th,Decimals,Introducing decimals,"=HYPERLINK(""https://docs.google.com/document/d/1uKojMIx_Sb92DPVergew64Ex5PlWRmG_eFp9ThqgNh8/edit?usp=sharing"",""Annie Brings out Values"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1nsQGiAfyGpU_iULELL5Cn6wL4BzWkMPI407grd_H1-o/edit?usp=sharing"",""Naming Values"")","Teaching, Education"
3rd - 5th,Decimals,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals#cc-4th-decimals-number-line"",""Decimals on the number line"")","=HYPERLINK(""https://docs.google.com/document/d/1FGtjrOy7UiNE3m83ylAYlo-M1fGjP8NepeEaI-YmRuU/edit?usp=sharing"",""Norma as a Confident Woman"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1hU95TpWXo8JBre4wID1VefqzNge4mWK2QOeGQ9-nxX8/edit?usp=sharing"",""Gender and Values"")","Humanity, leadership"
3rd - 5th,Decimals,Decimals on the number line,"=HYPERLINK(""https://docs.google.com/document/d/1uKojMIx_Sb92DPVergew64Ex5PlWRmG_eFp9ThqgNh8/edit?usp=sharing"",""Annie Brings out Values"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1nsQGiAfyGpU_iULELL5Cn6wL4BzWkMPI407grd_H1-o/edit?usp=sharing"",""Naming Values"")","Teaching, Education"
3rd - 5th,Decimals,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals#cc-4th-decimal-fractions"",""Decimals vs. fractions"")","=HYPERLINK(""https://docs.google.com/document/d/1FGtjrOy7UiNE3m83ylAYlo-M1fGjP8NepeEaI-YmRuU/edit?usp=sharing"",""Norma as a Confident Woman"")","=HYPERLINK(""https://vimeo.com/171516205"",""I am Norma"")","=HYPERLINK(""https://docs.google.com/document/d/1hU95TpWXo8JBre4wID1VefqzNge4mWK2QOeGQ9-nxX8/edit?usp=sharing"",""Gender and Values"")","Humanity, leadership"
3rd - 5th,Decimals,Decimals vs. fractions,"=HYPERLINK(""https://docs.google.com/document/d/1m6jL7pemfWEYRQQR58480DV35187sq61fHGbOHeTNXs/edit?usp=sharing"",""Chetan's Community"")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1g4D0IAwkf5K_a6ygsgcI2R2JDyMZ9oPTcWST8yUKQ1o/edit?usp=sharing"",""Walking in my Shoes"")",Humanity
3rd - 5th,Decimals,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals#cc-4th-decimals-greater-than-one"",""Decimals greater than 1"")","=HYPERLINK(""https://docs.google.com/document/d/1uKojMIx_Sb92DPVergew64Ex5PlWRmG_eFp9ThqgNh8/edit?usp=sharing"",""Annie Brings out Values"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1nsQGiAfyGpU_iULELL5Cn6wL4BzWkMPI407grd_H1-o/edit?usp=sharing"",""Naming Values"")","Teaching, Education"
3rd - 5th,Decimals,Decimals greater than 1,"=HYPERLINK(""https://docs.google.com/document/d/1z558wLKMNd-aDCodAyzFtilRDNDrk2yG5j93wgJPNF4/edit?usp=sharing"",""Manasi Makes Bags"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1t_UsFHN5n4ZLX86XbbZEAk3cb_ZyKizG0Mbs2N24R7Q/edit?usp=sharing"",""Wonderful Work"")","Stuff, Business"
3rd - 5th,Decimals,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals#cc-4th-decimals-to-fractions"",""Converting decimals to fractions"")","=HYPERLINK(""https://docs.google.com/document/d/18Mrjj_Oh-Ha_-6OmLAq77_TbmwPueGUNg4Aypv3nrI0/edit?usp=sharing"",""Maria Impacts her Community"")","=HYPERLINK(""https://vimeo.com/185409826"",""I am Maria"")","=HYPERLINK(""https://docs.google.com/document/d/1To-Eqi_BQetJ1u3UwDIep2-KfpSS2gKCUu_-Wet8BP8/edit?usp=sharing"",""Contemplating Community"")","Business, Money"
3rd - 5th,Decimals,Converting decimals to fractions,"=HYPERLINK(""https://docs.google.com/document/d/1m6jL7pemfWEYRQQR58480DV35187sq61fHGbOHeTNXs/edit?usp=sharing"",""Chetan's Community"")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1g4D0IAwkf5K_a6ygsgcI2R2JDyMZ9oPTcWST8yUKQ1o/edit?usp=sharing"",""Walking in my Shoes"")",Humanity
3rd - 5th,Decimals,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals#cc-4th-common-fractions-decimals"",""Common fractions and decimals"")","=HYPERLINK(""https://docs.google.com/document/d/1dRj6YwO74I4UVHxv8COpBwUc7bFssVfC8K9N33mYlGc/edit?usp=sharing"",""I am Maria"")","=HYPERLINK(""https://vimeo.com/185409826"",""I am Maria"")","=HYPERLINK(""https://docs.google.com/document/d/1zDliLraqI9DxFOfKxi2UR0vkC9pZSM8zpRyxk92FsCY/edit?usp=sharing"",""Giving Love"")",Humanity
3rd - 5th,Decimals,Common fractions and decimals,"=HYPERLINK(""https://docs.google.com/document/d/1m6jL7pemfWEYRQQR58480DV35187sq61fHGbOHeTNXs/edit?usp=sharing"",""Chetan's Community"")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1g4D0IAwkf5K_a6ygsgcI2R2JDyMZ9oPTcWST8yUKQ1o/edit?usp=sharing"",""Walking in my Shoes"")",Humanity
3rd - 5th,Decimals,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals#cc-4th-compare-decimals"",""Comparing decimals"")","=HYPERLINK(""https://docs.google.com/document/d/1uKojMIx_Sb92DPVergew64Ex5PlWRmG_eFp9ThqgNh8/edit?usp=sharing"",""Annie Brings out Values"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1nsQGiAfyGpU_iULELL5Cn6wL4BzWkMPI407grd_H1-o/edit?usp=sharing"",""Naming Values"")","Teaching, Education"
3rd - 5th,Decimals,Comparing decimals,"=HYPERLINK(""https://docs.google.com/document/d/116vLMnjc512mX2UFX5LZIJwzLigYgTFD8QMD8jU2M8Q/edit?usp=sharing"",""Chetan Dada the Artist"")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/116vLMnjc512mX2UFX5LZIJwzLigYgTFD8QMD8jU2M8Q/edit?usp=sharing"",""Talent Mindsets"")","Humanity, Music"
3rd - 5th,Decimals,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals#cc-4th-compare-decimals-visually"",""Comparing decimals visually"")","=HYPERLINK(""https://docs.google.com/document/d/1uKojMIx_Sb92DPVergew64Ex5PlWRmG_eFp9ThqgNh8/edit?usp=sharing"",""Annie Brings out Values"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1nsQGiAfyGpU_iULELL5Cn6wL4BzWkMPI407grd_H1-o/edit?usp=sharing"",""Naming Values"")","Teaching, Education"
3rd - 5th,Decimals,Comparing decimals visually,"=HYPERLINK(""https://docs.google.com/document/d/116vLMnjc512mX2UFX5LZIJwzLigYgTFD8QMD8jU2M8Q/edit?usp=sharing"",""Chetan Dada the Artist"")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/116vLMnjc512mX2UFX5LZIJwzLigYgTFD8QMD8jU2M8Q/edit?usp=sharing"",""Talent Mindsets"")","Humanity, Music"
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-us-customary-units"",""Estimating Mass"")","=HYPERLINK(""https://docs.google.com/document/d/1G1_1NHp19cyOyUPmW1AbEN6VR4c4GBilEUseMLQvQvk/edit?usp=sharing"",""David as Part of a Group"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1kYJDpPrCjFmAHdBEzqD5DW2AfQGtuFrahW7oNbgeM-8/edit?usp=sharing"",""Flipping Failure"")",Education
3rd - 5th,Measurement & Data,Estimating Mass,"=HYPERLINK(""https://docs.google.com/document/d/1oG2PgT7H72ayTRY2Ut2jbJS7dFOuCjvzOsyVQt7VEGo/edit?usp=sharing"",""Cristhian in a Leadership Position"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1ISwifRf5oOcwyy2VD60JpJZBzzIzLLUmQqg_J-Ds1Ew/edit?usp=sharing"",""Talking Trash"")","Leadership, universe, stuff"
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-metric-us-customary"",""Estimating Volume"")","=HYPERLINK(""https://docs.google.com/document/d/1G1_1NHp19cyOyUPmW1AbEN6VR4c4GBilEUseMLQvQvk/edit?usp=sharing"",""David as Part of a Group"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1kYJDpPrCjFmAHdBEzqD5DW2AfQGtuFrahW7oNbgeM-8/edit?usp=sharing"",""Flipping Failure"")",Education
3rd - 5th,Measurement & Data,Estimating Volume,"=HYPERLINK(""https://docs.google.com/document/d/1wj5Fwy4jjCRu09hB5HyhRmGCAmW6pKgghJGGPD_89GI/edit?usp=sharing"",""I am Manjula"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Hq5-w-EhQiEKgXXhRhex7Er7GBTYBVfiME4tyeNf7mA/edit?usp=sharing"",""Water & Gratitude"")",Water
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-unit-sense"",""Estimating length"")","=HYPERLINK(""https://docs.google.com/document/d/1G1_1NHp19cyOyUPmW1AbEN6VR4c4GBilEUseMLQvQvk/edit?usp=sharing"",""David as Part of a Group"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1kYJDpPrCjFmAHdBEzqD5DW2AfQGtuFrahW7oNbgeM-8/edit?usp=sharing"",""Flipping Failure"")",Education
3rd - 5th,Measurement & Data,Estimating length,"=HYPERLINK(""https://docs.google.com/document/d/1oG2PgT7H72ayTRY2Ut2jbJS7dFOuCjvzOsyVQt7VEGo/edit?usp=sharing"",""Cristhian Learns by Doing"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1fdzkPXlmNmfKHotRHDfPkByeJugLeD2P-qqZhdaPnik/edit?usp=sharing"",""Help Me Help You"")","Humanity, universe"
3rd - 5th,Measurement & Data,Time,"=HYPERLINK(""https://docs.google.com/document/d/1G1_1NHp19cyOyUPmW1AbEN6VR4c4GBilEUseMLQvQvk/edit?usp=sharing"",""David as Part of a Group"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1kYJDpPrCjFmAHdBEzqD5DW2AfQGtuFrahW7oNbgeM-8/edit?usp=sharing"",""Flipping Failure"")",Education
3rd - 5th,Measurement & Data,Time,"=HYPERLINK(""https://docs.google.com/document/d/1_pBy2eg5U8wt7vDoLCYiw73QXRaOzU7FAg3RGHqtc6M/edit?usp=sharing"",""I am David"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1bESpc8zGF9UB3J_NvVcQsgxHCBjR3pkTCgxTlhKUUvI/edit?usp=sharing"",""Just in Time"")","Universe, humanity"
3rd - 5th,Measurement & Data,Time,"=HYPERLINK(""https://docs.google.com/document/d/1olRy2BvbO4j6YEX7V7LAcz1NH-wORXL0NLj1i4mt4wk/edit?usp=sharing"",""Annie Breaks Assumptions"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1ODibuxVgOtwYzWehG4s29dWTHrryhXmRG9o2bTm3WHc/edit?usp=sharing"",""Breaking Assumptions"")","Education, teaching"
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-unit-conversion"",""Converting units of mass"")","=HYPERLINK(""https://docs.google.com/document/d/1oG2PgT7H72ayTRY2Ut2jbJS7dFOuCjvzOsyVQt7VEGo/edit?usp=sharing"",""Cristhian in a Leadership Position"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1ISwifRf5oOcwyy2VD60JpJZBzzIzLLUmQqg_J-Ds1Ew/edit?usp=sharing"",""Talking Trash"")","Leadership, universe, stuff"
3rd - 5th,Measurement & Data,Converting units of mass,"=HYPERLINK(""https://docs.google.com/document/d/1TpCyZFCnM5NO_3M2V7303_gdvmPB5gTxTTI_Hc8ZqNY/edit?usp=sharing"",""Mario's Routine"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/1Rg_eBsqJnKUGjm6ou4GW4i0m4SnF4Wt5TLAhEaNVFmk/edit?usp=sharing"",""Our Day-to-Day"")","Stuff, Humanity"
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-convert-volume"",""Converting units of volume"")","=HYPERLINK(""https://docs.google.com/document/d/1wj5Fwy4jjCRu09hB5HyhRmGCAmW6pKgghJGGPD_89GI/edit?usp=sharing"",""I am Manjula"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Hq5-w-EhQiEKgXXhRhex7Er7GBTYBVfiME4tyeNf7mA/edit?usp=sharing"",""Water & Gratitude"")",Water
3rd - 5th,Measurement & Data,Converting units of volume,"=HYPERLINK(""https://docs.google.com/document/d/1PVH-BGuMzWHJuxVNQ4hqGTlWIuxCs0BJmE3ip76982A/edit?usp=sharing"",""I am Pak Paryono"")","=HYPERLINK(""https://vimeo.com/186214215"",""I am Pak Paryono"")","=HYPERLINK(""https://docs.google.com/document/d/1A_fulzaNOpZEai4rNhs8Sz7OypvoXC-Qao8kciCZpcE/edit?usp=sharing"",""Growing Goals"")",Humanity
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-convert-length"",""Converting units of length"")","=HYPERLINK(""https://docs.google.com/document/d/1_pBy2eg5U8wt7vDoLCYiw73QXRaOzU7FAg3RGHqtc6M/edit?usp=sharing"",""I am David"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1bESpc8zGF9UB3J_NvVcQsgxHCBjR3pkTCgxTlhKUUvI/edit?usp=sharing"",""Just in Time"")","Universe, humanity"
3rd - 5th,Measurement & Data,Converting units of length,"=HYPERLINK(""https://docs.google.com/document/d/1PVH-BGuMzWHJuxVNQ4hqGTlWIuxCs0BJmE3ip76982A/edit?usp=sharing"",""I am Pak Paryono"")","=HYPERLINK(""https://vimeo.com/186214215"",""I am Pak Paryono"")","=HYPERLINK(""https://docs.google.com/document/d/1A_fulzaNOpZEai4rNhs8Sz7OypvoXC-Qao8kciCZpcE/edit?usp=sharing"",""Growing Goals"")",Humanity
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-convert-time"",""Converting units of time"")","=HYPERLINK(""https://docs.google.com/document/d/1_pBy2eg5U8wt7vDoLCYiw73QXRaOzU7FAg3RGHqtc6M/edit?usp=sharing"",""I am David"")","=HYPERLINK(""https://vimeo.com/185413649"",""I am David"")","=HYPERLINK(""https://docs.google.com/document/d/1bESpc8zGF9UB3J_NvVcQsgxHCBjR3pkTCgxTlhKUUvI/edit?usp=sharing"",""Just in Time"")","Universe, humanity"
3rd - 5th,Measurement & Data,Converting units of time,"=HYPERLINK(""https://docs.google.com/document/d/1olRy2BvbO4j6YEX7V7LAcz1NH-wORXL0NLj1i4mt4wk/edit?usp=sharing"",""Annie Breaks Assumptions"")","=HYPERLINK(""https://vimeo.com/159021597"",""I am Annie"")","=HYPERLINK(""https://docs.google.com/document/d/1ODibuxVgOtwYzWehG4s29dWTHrryhXmRG9o2bTm3WHc/edit?usp=sharing"",""Breaking Assumptions"")",Education 
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-money"",""Money word problems"")","=HYPERLINK(""https://docs.google.com/document/d/1If-VVvQofhg9EPd9NRwCEvv7I49Au1ryfsRCYUdhzi8/edit?usp=sharing"",""I am Mario"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/12q0FbEJHcG3ijZztmgNRNdKC16pkxOAZg5VU3obAdIA/edit?usp=sharing"",""Resourceful Community"")","Stuff, Universe"
3rd - 5th,Measurement & Data,Money word problems,"=HYPERLINK(""https://docs.google.com/document/d/1N91ns_E1mYM6DaiThulUHyBy-NMojn_NUPWlBbMYWLw/edit?usp=sharing"",""I am Chetan "")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1u9AgXMPNOlDKptps4lHDT0U41t2MRMx3hERGdMrs89E/edit?usp=sharing"",""It's a Wonderful Life"")",Humanity
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#conversion-word-problems"",""Conversion Word Problems"")","=HYPERLINK(""https://docs.google.com/document/d/1wj5Fwy4jjCRu09hB5HyhRmGCAmW6pKgghJGGPD_89GI/edit?usp=sharing"",""I am Manjula"")","=HYPERLINK(""https://vimeo.com/160262539"",""I am Manjula"")","=HYPERLINK(""https://docs.google.com/document/d/1Hq5-w-EhQiEKgXXhRhex7Er7GBTYBVfiME4tyeNf7mA/edit?usp=sharing"",""Water & Gratitude"")",Water
3rd - 5th,Measurement & Data,Conversion Word Problems,"=HYPERLINK(""https://docs.google.com/document/d/1TpCyZFCnM5NO_3M2V7303_gdvmPB5gTxTTI_Hc8ZqNY/edit?usp=sharing"",""Mario's Routine"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/1Rg_eBsqJnKUGjm6ou4GW4i0m4SnF4Wt5TLAhEaNVFmk/edit?usp=sharing"",""Our Day-to-Day"")","Stuff, Humanity"
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-area-and-perimeter"",""Area and perimeter"")","=HYPERLINK(""https://docs.google.com/document/d/1oG2PgT7H72ayTRY2Ut2jbJS7dFOuCjvzOsyVQt7VEGo/edit?usp=sharing"",""Cristhian Learns by Doing"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1fdzkPXlmNmfKHotRHDfPkByeJugLeD2P-qqZhdaPnik/edit?usp=sharing"",""Help Me Help You"")","Humanity, universe"
3rd - 5th,Measurement & Data,Area and perimeter,"=HYPERLINK(""https://docs.google.com/document/d/1z558wLKMNd-aDCodAyzFtilRDNDrk2yG5j93wgJPNF4/edit?usp=sharing"",""Manasi Makes Bags"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1t_UsFHN5n4ZLX86XbbZEAk3cb_ZyKizG0Mbs2N24R7Q/edit?usp=sharing"",""Wonderful Work"")","Stuff, Business"
3rd - 5th,Measurement & Data,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic#cc-4th-line-plots-with-fractions"",""Line plots with fractions"")","=HYPERLINK(""https://docs.google.com/document/d/1PMSuV_eY2MSHfcj3C5gmKnXS9Vpmh5Yl23aIMMc_l4M/edit?usp=sharing"",""I am Maria C"")","=HYPERLINK(""https://vimeo.com/165848639"",""I am Maria C"")","=HYPERLINK(""https://docs.google.com/document/d/1o82lVJzyqWEUKYO1bYGpcpkRj3S0u8o8YVsNJxREdvI/edit?usp=sharing"",""Connecting with Home"")",Technology
3rd - 5th,Measurement & Data,Line plots with fractions,"=HYPERLINK(""https://docs.google.com/document/d/1If-VVvQofhg9EPd9NRwCEvv7I49Au1ryfsRCYUdhzi8/edit?usp=sharing"",""I am Mario"")","=HYPERLINK(""https://vimeo.com/betterworlded/mario"",""I am Mario"")","=HYPERLINK(""https://docs.google.com/document/d/12q0FbEJHcG3ijZztmgNRNdKC16pkxOAZg5VU3obAdIA/edit?usp=sharing"",""Resourceful Community"")","Stuff, Universe"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-lines-rays-angles"",""Lines, line segments and rays"")","=HYPERLINK(""https://docs.google.com/document/d/1m6jL7pemfWEYRQQR58480DV35187sq61fHGbOHeTNXs/edit?usp=sharing"",""Chetan's Community"")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1g4D0IAwkf5K_a6ygsgcI2R2JDyMZ9oPTcWST8yUKQ1o/edit?usp=sharing"",""Walking in my Shoes"")",Humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","Lines, line segments and rays","=HYPERLINK(""https://docs.google.com/document/d/1n7s8nGiCNDo-pA7O0lWEGCPxD4xLeBKWeInnkfeZIEM/edit?usp=sharing"",""Cristhian's School Journey"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1nAf-9I0uQJdrI5NamAdRhQx_n2SWAriWzy2yGcqxiD8/edit?usp=sharing"",""Being Brave"")",Humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-parallel-and-perpendicular"",""Parallel and perpendicular"")","=HYPERLINK(""https://docs.google.com/document/d/1oG2PgT7H72ayTRY2Ut2jbJS7dFOuCjvzOsyVQt7VEGo/edit?usp=sharing"",""Cristhian in a Leadership Position"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1ISwifRf5oOcwyy2VD60JpJZBzzIzLLUmQqg_J-Ds1Ew/edit?usp=sharing"",""Talking Trash"")","Leadership, universe, stuff"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")",Parallel and perpendicular,"=HYPERLINK(""https://docs.google.com/document/d/1n7s8nGiCNDo-pA7O0lWEGCPxD4xLeBKWeInnkfeZIEM/edit?usp=sharing"",""Cristhian's School Journey"")","=HYPERLINK(""https://vimeo.com/185416714"",""I am Cristhian"")","=HYPERLINK(""https://docs.google.com/document/d/1nAf-9I0uQJdrI5NamAdRhQx_n2SWAriWzy2yGcqxiD8/edit?usp=sharing"",""Being Brave"")",Humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-angles"",""Angle introduction"")","=HYPERLINK(""https://docs.google.com/document/d/1m6jL7pemfWEYRQQR58480DV35187sq61fHGbOHeTNXs/edit?usp=sharing"",""Chetan's Community"")","=HYPERLINK(""https://vimeo.com/146819657"",""I am Chetan"")","=HYPERLINK(""https://docs.google.com/document/d/1g4D0IAwkf5K_a6ygsgcI2R2JDyMZ9oPTcWST8yUKQ1o/edit?usp=sharing"",""Walking in my Shoes"")",Humanity
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")",Angle introduction,"=HYPERLINK(""https://docs.google.com/document/d/1z558wLKMNd-aDCodAyzFtilRDNDrk2yG5j93wgJPNF4/edit?usp=sharing"",""Manasi Makes Bags"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1t_UsFHN5n4ZLX86XbbZEAk3cb_ZyKizG0Mbs2N24R7Q/edit?usp=sharing"",""Wonderful Work"")","Stuff, Business"
3rd - 5th,"=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#concept-intro"",""Geometry"")","=HYPERLINK(""https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic#cc-4th-measuring-angles"",""Measuring angles"")","=HYPERLINK(""https://docs.google.com/document/d/1z558wLKMNd-aDCodAyzFtilRDNDrk2yG5j93wgJPNF4/edit?usp=sharing"",""Manasi Makes Bags"")","=HYPERLINK(""https://vimeo.com/146828879"",""I am Manasi"")","=HYPERLINK(""https://docs.google.com/document/d/1t_UsFHN5n4ZLX86XbbZEAk3cb_ZyKizG0Mbs2N24R7Q/edit?usp=sharing"",""Wonderful Work"")","Stuff, Business"
3rd - 5th,Geometry,Measuring angles,"=HYPERLINK(""https://docs.google.com/document/d/16mgmn7zynOD63VCBxMbhibe3ahXxAzFFjORa0VKByQM/edit?usp=sharing"",""I am Divine"")","=HYPERLINK(""https://vimeo.com/165844648"",""I am Divine"")","=HYPERLINK(""https://docs.google.com/document/d/1j0eZg2zAitoq5ayprPE5bYG1Bt6anYb4WjBBQWZeGSg/edit?usp=sharing"",""Coming Together"")",humanity
